region,division,department,team,employee_id,role,salary_usd,bonus_usd,performance_score,tasks_completed
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_7,E010529,Manager,102237.27,9815.23,3.69,83
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_7,E010530,Analyst,78542.99,7013.34,4.39,112
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_7,E010531,Engineer,88144.77,7084.64,4.82,84
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_7,E010532,Engineer,89112.04,8757.26,4.12,91
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_7,E010533,Associate,74407.96,7183.25,3.66,65
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_7,E010534,Manager,105946.06,8987.12,3.7,89
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_7,E010535,Engineer,91226.81,7942.85,3.76,88
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_7,E010536,Manager,103674.94,9196.77,2.77,65
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_7,E010537,Engineer,91702.5,7359.5,2.62,61
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_7,E010538,Engineer,83954.09,7018.23,4.97,45
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_7,E010539,Manager,104164.27,9602.95,3.78,64
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_7,E010540,Engineer,91104.51,7765.75,3.06,78
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010541,Lead,128329.11,5438.47,3.14,98
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010542,Associate,74113.25,2724.49,3.99,109
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010543,Engineer,94229.69,2836.21,3.21,115
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010544,Engineer,100412.08,3562.35,2.46,134
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010545,Engineer,99143.25,5295.91,3.05,121
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010546,Engineer,87712.08,3670.87,3.4,133
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010547,Associate,78412.24,2905.15,4.17,118
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010548,Manager,113400.52,4155.96,3.9,105
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010549,Analyst,80801.7,2625.64,3.24,113
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010550,Associate,70706.04,1996.24,3.17,107
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010551,Associate,76854.62,2583.33,3.15,107
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010552,Associate,72230.78,3888.98,2.93,117
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010553,Manager,113767.66,4635.59,2.95,96
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010554,Manager,118169.17,4521.6,3.33,63
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010555,Analyst,75239.48,3038.57,3.06,88
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010556,Analyst,85061.58,3636.98,2.72,80
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010557,Analyst,82957.0,3723.59,3.43,118
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010558,Analyst,80246.49,3740.78,3.4,148
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010559,Engineer,97374.16,3128.91,2.81,97
Region_3,Region_3_Div_3,Region_3_Div_3_Dept_6,Region_3_Div_3_Dept_6_Team_8,E010560,Engineer,98282.48,3997.51,3.08,111
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010561,Lead,40132.3,20469.1,1.81,70
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010562,Manager,46205.57,17816.79,1.77,70
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010563,Engineer,38285.84,14625.58,2.62,47
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010564,Manager,39593.02,17162.71,2.77,37
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010565,Engineer,40145.25,14685.46,2.98,84
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010566,Lead,40545.02,20375.46,2.58,31
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010567,Engineer,30784.66,15110.71,3.0,58
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010568,Engineer,35983.96,14238.3,1.92,36
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010569,Engineer,33207.96,15609.94,3.72,41
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010570,Analyst,32442.33,12587.1,2.43,44
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010571,Lead,46206.65,19684.82,2.91,45
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010572,Engineer,38548.69,15283.23,2.4,44
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010573,Engineer,40308.51,14143.37,3.01,46
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010574,Lead,50711.64,20106.88,2.37,26
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010575,Associate,28493.29,11928.06,2.48,50
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010576,Engineer,36988.99,14942.54,3.09,49
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010577,Analyst,33131.99,12593.05,3.0,76
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010578,Associate,26675.26,11577.61,3.31,35
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010579,Engineer,34119.2,13237.64,3.02,53
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_1,E010580,Manager,43055.22,16671.07,3.2,29
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010581,Analyst,69688.25,8407.28,2.81,96
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010582,Analyst,69005.85,8913.49,4.32,96
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010583,Manager,92436.97,9682.64,3.44,94
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010584,Associate,64107.33,7492.57,2.88,135
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010585,Analyst,64089.39,7040.71,1.43,118
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010586,Engineer,76856.34,7980.22,3.12,112
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010587,Engineer,76352.37,9210.11,2.29,117
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010588,Associate,62142.46,8189.49,3.48,107
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010589,Associate,59548.12,6559.81,1.66,112
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010590,Engineer,83712.95,10368.73,2.17,110
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010591,Analyst,66734.66,7190.87,2.53,98
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010592,Associate,57968.82,7647.72,2.61,107
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010593,Manager,98101.28,11297.32,2.37,124
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010594,Engineer,75213.0,9304.18,1.97,106
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010595,Lead,102467.6,13104.06,2.04,113
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010596,Associate,59737.02,6334.09,2.78,132
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010597,Engineer,80971.55,8897.1,2.74,122
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010598,Associate,62310.75,6015.02,2.65,102
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010599,Analyst,66410.38,7490.02,1.36,108
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_2,E010600,Manager,90570.89,10952.29,1.85,87
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010601,Lead,106476.28,18336.1,2.07,76
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010602,Associate,59073.38,10591.8,3.62,77
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010603,Manager,100242.9,16999.19,2.58,89
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010604,Lead,105983.55,17686.1,2.96,78
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010605,Engineer,83394.42,13716.69,3.07,116
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010606,Engineer,79391.94,12998.87,3.44,108
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010607,Associate,60465.3,11321.19,2.95,92
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010608,Engineer,83041.57,14505.96,4.2,77
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010609,Manager,97497.97,14711.32,2.98,100
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010610,Engineer,77360.22,14286.12,3.63,102
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010611,Associate,59992.27,11317.37,2.61,94
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010612,Associate,63933.25,10889.94,3.07,95
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010613,Associate,60872.03,12699.85,3.27,95
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010614,Analyst,72822.73,11048.05,2.65,64
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010615,Analyst,69274.21,11728.19,3.39,87
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010616,Engineer,81589.03,13105.32,3.71,52
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010617,Engineer,78515.24,14939.48,2.89,113
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010618,Manager,92669.77,16388.91,3.14,53
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010619,Analyst,69451.47,12956.14,3.39,80
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_3,E010620,Analyst,74323.16,11029.76,3.29,85
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010621,Manager,40137.42,11381.58,4.75,74
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010622,Manager,42723.04,11781.6,4.15,51
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010623,Associate,26190.01,7636.17,3.98,65
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010624,Associate,23245.47,7011.87,2.76,79
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010625,Lead,39810.09,11792.73,4.96,64
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010626,Manager,34673.6,9143.69,3.9,51
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010627,Engineer,27869.08,10218.77,3.94,54
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010628,Analyst,29515.75,8424.27,4.46,79
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010629,Analyst,26147.13,8539.34,5.0,63
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010630,Associate,23265.76,8469.69,4.78,71
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010631,Engineer,30836.97,9009.95,4.81,54
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010632,Associate,19095.09,8309.22,3.79,67
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010633,Lead,37671.06,11012.91,4.91,68
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010634,Manager,37267.87,11153.87,4.48,37
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010635,Analyst,26798.85,9575.46,4.36,62
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010636,Analyst,27925.17,8638.67,4.07,84
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010637,Analyst,26662.19,7077.93,3.61,62
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010638,Engineer,29269.98,9864.12,3.82,47
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010639,Lead,36388.74,12699.94,3.32,71
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_4,E010640,Analyst,31111.08,6565.0,3.93,63
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010641,Engineer,52472.17,15132.04,4.39,120
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010642,Associate,35488.91,12651.56,3.37,130
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010643,Associate,37891.28,12003.02,3.17,156
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010644,Engineer,48429.21,16824.3,2.61,108
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010645,Associate,36189.79,11814.69,1.71,110
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010646,Analyst,42825.97,12903.34,2.04,111
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010647,Engineer,51257.7,15865.89,3.07,89
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010648,Analyst,44209.24,14081.66,3.88,110
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010649,Analyst,39595.39,13676.57,3.21,122
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010650,Engineer,48556.69,14171.47,2.43,112
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010651,Analyst,44326.77,14229.07,2.83,123
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010652,Manager,57504.39,17899.46,3.66,127
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010653,Analyst,43103.05,13907.87,3.7,170
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010654,Analyst,35559.52,12477.94,3.88,90
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010655,Engineer,48771.35,15411.29,3.15,116
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010656,Analyst,40847.67,14557.63,3.5,118
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010657,Lead,60673.46,20532.82,3.02,106
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010658,Engineer,44978.19,14905.7,2.29,105
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010659,Associate,43084.66,13211.36,3.16,148
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_5,E010660,Engineer,48564.47,16341.86,2.93,127
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010661,Manager,114145.51,16715.64,2.84,37
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010662,Lead,123193.32,17955.75,2.69,92
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010663,Analyst,86815.36,11228.6,3.27,48
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010664,Engineer,91925.11,15678.87,3.41,78
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010665,Associate,76212.71,10308.34,2.9,63
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010666,Analyst,82204.13,11996.79,2.95,66
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010667,Lead,123235.0,17695.24,3.15,78
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010668,Associate,74473.05,11008.53,3.77,68
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010669,Associate,76282.98,12462.05,3.18,51
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010670,Analyst,81609.51,13850.84,2.42,57
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010671,Manager,111912.2,16673.18,3.59,58
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010672,Analyst,80018.86,11215.34,3.13,56
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010673,Manager,106351.83,17294.63,3.72,85
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010674,Analyst,81449.48,13639.03,4.12,62
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010675,Lead,117770.21,18544.53,3.17,48
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010676,Manager,105127.86,18084.72,3.0,92
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010677,Associate,74510.48,10370.1,3.58,63
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010678,Analyst,81384.86,13970.74,4.07,50
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010679,Associate,70932.02,11684.82,3.11,52
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_6,E010680,Engineer,96564.13,13966.12,2.52,64
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010681,Engineer,94615.51,15991.46,3.92,76
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010682,Engineer,97093.62,16587.57,3.77,23
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010683,Engineer,95899.94,16603.09,3.1,29
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010684,Engineer,99209.72,13782.38,3.79,48
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010685,Analyst,82843.28,13733.98,3.38,40
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010686,Associate,77443.57,12345.65,3.61,56
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010687,Engineer,96612.2,15383.17,4.24,58
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010688,Manager,114307.79,17341.43,4.1,49
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010689,Engineer,98509.92,15875.02,3.37,64
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010690,Engineer,93077.33,15588.5,3.25,62
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010691,Analyst,81870.15,12553.33,3.1,42
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010692,Engineer,95939.28,13052.94,2.79,20
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010693,Engineer,96946.71,13799.58,3.66,42
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010694,Manager,109760.61,17447.16,3.6,38
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010695,Associate,74758.48,13408.57,3.95,78
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010696,Engineer,98718.24,15424.51,3.48,54
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010697,Lead,128059.83,18507.48,3.07,80
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010698,Engineer,99514.78,14270.53,2.39,79
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010699,Analyst,85953.63,13253.42,4.06,43
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_7,E010700,Engineer,98010.61,13912.37,4.32,51
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_8,E010701,Analyst,74728.94,556.84,3.13,33
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_8,E010702,Manager,103687.38,137.0,3.27,45
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_8,E010703,Lead,111291.85,1531.76,4.22,36
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_8,E010704,Engineer,84823.71,1193.92,3.8,42
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_8,E010705,Analyst,74054.85,2799.15,3.0,52
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_8,E010706,Engineer,80831.24,1220.19,3.94,48
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_8,E010707,Analyst,72411.41,-331.96,3.25,45
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_8,E010708,Analyst,75159.94,2813.14,3.65,56
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_8,E010709,Engineer,85745.39,1408.75,4.19,52
Region_3,Region_3_Div_4,Region_3_Div_4_Dept_1,Region_3_Div_4_Dept_1_Team_8,E010710,Associate,66077.26,1078.74,3.03,57
